ImageID,XMin,YMin,XMax,YMax,Labels
0004fa3aa5bdb9ff,0.473125,0.286924,0.53375,0.383819,/m/021c5h
0004fa3aa5bdb9ff,0.835625,0.4873,0.999375,0.560677,/m/021c5h
0004fa3aa5bdb9ff,0.380625,0.30762,0.8675,0.999059,/m/021c5h
0005b1433f0127a0,0.07625,0.2075,0.999375,0.795833,/m/021c5h
0005b6a438d43ecc,0.269167,0.16,0.5275,0.858125,/m/04_r5c
0005b6a438d43ecc,0.0,0.358125,0.2825,0.6075,/m/04_r5c
0005b6a438d43ecc,0.516667,0.4075,0.999167,0.69125,/m/04_r5c
0005b6a438d43ecc,0.526667,0.399375,0.636667,0.559375,/m/04_r5c
0005b6a438d43ecc,0.556667,0.465625,0.681667,0.59875,/m/04_r5c
0005b6a438d43ecc,0.668333,0.58375,0.755,0.641875,/m/04_r5c
0005b6a438d43ecc,0.686667,0.49,0.868333,0.6175,/m/04_r5c
0005b6a438d43ecc,0.798333,0.63625,0.8525,0.6775,/m/04_r5c
0005b6a438d43ecc,0.839167,0.554375,0.944167,0.614375,/m/04_r5c
0005b6a438d43ecc,0.9275,0.590625,0.999167,0.69625,/m/04_r5c
0005b6a438d43ecc,0.978333,0.51875,0.999167,0.59375,/m/04_r5c
0005b6a438d43ecc,0.27,0.164375,0.519167,0.878125,/m/04_r5c
0005dcb871947109,0.38125,0.50625,0.401563,0.534375,/m/021c5h
0005dcb871947109,0.41875,0.513542,0.448438,0.547917,/m/021c5h
0005dcb871947109,0.905469,0.498958,0.934375,0.540625,/m/021c5h
0005dcb871947109,0.352344,0.311458,0.605469,0.695833,/m/021c5h
0005dcb871947109,0.83125,0.325,0.975781,0.659375,/m/021c5h
0005dcb871947109,0.203125,0.25,0.372656,0.591667,/m/021c5h
0005dcb871947109,0.338281,0.313542,0.589844,0.839583,/m/021c5h
0005dcb871947109,0.517969,0.258333,0.911719,0.757292,/m/021c5h
0005dcb871947109,0.841406,0.322917,0.982031,0.661458,/m/021c5h
0005dcb871947109,0.924219,0.247917,0.999219,0.572917,/m/021c5h
0005dcb871947109,0.020312,0.30625,0.244531,0.39375,/m/021c5h
0005dcb871947109,0.059375,0.134375,0.088281,0.235417,/m/021c5h
0005dcb871947109,0.194531,0.251042,0.371875,0.596875,/m/021c5h
0005dcb871947109,0.310937,0.29375,0.636719,0.998958,/m/021c5h
0005dcb871947109,0.533594,0.258333,0.892969,0.733333,/m/021c5h
0005dcb871947109,0.745313,0.316667,0.967188,0.998958,/m/021c5h
0005dcb871947109,0.91875,0.248958,0.999219,0.576042,/m/021c5h
0005e4b02ae05787,0.0,0.0,0.576313,0.998371,/m/04_r5c
0005e4b02ae05787,0.518926,0.156352,0.916972,0.87785,/m/04_r5c
00060bf6ca0ac5a9,0.0375,0.408333,0.253125,0.999167,/m/021c5h
00060bf6ca0ac5a9,0.53625,0.0,0.900625,0.9975,/m/021c5h
0006295dcfa8ab3d,0.526875,0.465833,0.598125,0.508333,/m/021c5h
0006295dcfa8ab3d,0.135625,0.271667,0.77875,0.875,/m/021c5h
0006295dcfa8ab3d,0.826875,0.455833,0.999375,0.96,/m/021c5h
0006295dcfa8ab3d,0.485,0.333333,0.620625,0.543333,/m/021c5h
0006dbac092b5a91,0.240625,0.270833,0.74125,0.695833,/m/04_r5c
0006dbac092b5a91,0.0,0.4825,0.996875,0.995833,/m/04_r5c
0006dbac092b5a91,0.234375,0.270833,0.74625,0.695833,/m/04_r5c
0006fabbda88c6ed,0.0,0.638571,0.173152,0.998571,/m/021c5h
0006fabbda88c6ed,0.135214,0.524286,0.568093,0.99,/m/021c5h
0006fabbda88c6ed,0.669261,0.355714,0.736381,0.54,/m/021c5h
0006fabbda88c6ed,0.0,0.0,0.999027,0.998571,/m/021c5h
0006fabbda88c6ed,0.113813,0.792857,0.17607,0.978571,/m/021c5h
0006fabbda88c6ed,0.132296,0.88,0.203307,0.995714,/m/021c5h
0006fabbda88c6ed,0.378405,0.532857,0.56323,0.925714,/m/021c5h
0006fabbda88c6ed,0.521401,0.53,0.566148,0.648571,/m/021c5h
00075176b55458c4,0.0425,0.366698,0.26875,0.502339,/m/021c5h
00075176b55458c4,0.11625,0.356408,0.145625,0.400374,/m/021c5h
00075176b55458c4,0.150625,0.352666,0.186875,0.423761,/m/021c5h
00075176b55458c4,0.19125,0.347053,0.215625,0.427502,/m/021c5h
00075176b55458c4,0.1225,0.355472,0.143125,0.405051,/m/021c5h
00075176b55458c4,0.15625,0.34986,0.191875,0.422825,/m/021c5h
00075176b55458c4,0.1575,0.346118,0.183125,0.382601,/m/021c5h
00075176b55458c4,0.188125,0.346118,0.2125,0.428438,/m/021c5h
00075176b55458c4,0.409375,0.47334,0.7325,0.820393,/m/021c5h
00075176b55458c4,0.0,0.0,0.999375,0.478017,/m/021c5h
000858e87c40654a,0.26625,0.285833,0.4425,0.935833,/m/021c5h
000858e87c40654a,0.255,0.258333,0.431875,0.958333,/m/021c5h
000858e87c40654a,0.325625,0.264167,0.390625,0.389167,/m/021c5h
000858e87c40654a,0.510625,0.406667,0.9425,0.715,/m/021c5h
000858e87c40654a,0.32625,0.285833,0.39125,0.3825,/m/021c5h
0008dbb94cba8494,0.839844,0.304075,0.982813,0.748171,/m/04_r5c
0008dbb94cba8494,0.492188,0.562173,0.582812,0.782654,/m/04_r5c
0008dbb94cba8494,0.000781,0.600836,0.034375,0.711599,/m/04_r5c
0008dbb94cba8494,0.032031,0.555904,0.071094,0.701149,/m/04_r5c
0008dbb94cba8494,0.470313,0.470219,0.525,0.722048,/m/04_r5c
0008dbb94cba8494,0.489062,0.541275,0.585938,0.814002,/m/04_r5c
0008dbb94cba8494,0.73125,0.38767,0.823438,0.492163,/m/04_r5c
0008dbb94cba8494,0.817187,0.368861,0.897656,0.510972,/m/04_r5c
0008dbb94cba8494,0.010156,0.62278,0.038281,0.685475,/m/04_r5c
0008dbb94cba8494,0.032812,0.583072,0.069531,0.706374,/m/04_r5c
0008dbb94cba8494,0.466406,0.487983,0.534375,0.715778,/m/04_r5c
000907815d95449f,0.0,0.0,0.99875,0.998333,/m/04_r5c
0009f70b9e283654,0.0,0.0,0.724375,0.989184,/m/021c5h
000a05dd07294ce4,0.4025,0.497186,0.440625,0.789869,/m/04_r5c
000a05dd07294ce4,0.471875,0.493433,0.513125,0.77955,/m/04_r5c
000a05dd07294ce4,0.0,0.163227,0.808125,0.842402,/m/04_r5c
000a05dd07294ce4,0.4275,0.244841,0.6525,0.924953,/m/04_r5c
000a05dd07294ce4,0.6575,0.282364,0.884375,0.885553,/m/04_r5c
000a9c6e22a06877,0.28375,0.070234,0.635,0.978261,/m/04_r5c
000a9c6e22a06877,0.0,0.0,0.5625,0.222408,/m/04_r5c
000a9c6e22a06877,0.56,0.0,0.97375,0.219064,/m/04_r5c
000ad6c520be9ec5,0.09375,0.1925,0.668125,0.940833,/m/04_r5c
000ad6c520be9ec5,0.0,0.720833,0.094375,0.824167,/m/04_r5c
000ad6c520be9ec5,0.086875,0.210833,0.66375,0.940833,/m/04_r5c
000ad6c520be9ec5,0.711875,0.115833,0.9325,0.445,/m/04_r5c
000aee0af66d4237,0.08875,0.0,0.90875,0.808333,/m/04_r5c
000aee0af66d4237,0.095,0.005,0.916875,0.83,/m/04_r5c
000aee0af66d4237,0.0,0.0,0.999375,0.999167,/m/04_r5c
000aee0af66d4237,0.0,0.504167,0.546875,0.999167,/m/04_r5c
000aee0af66d4237,0.2475,0.574167,0.79375,0.900833,/m/04_r5c
000b485cedacbf97,0.123827,0.066875,0.981238,0.915,/m/04_r5c
000b485cedacbf97,0.445591,0.188125,0.593809,0.305625,/m/04_r5c
000b485cedacbf97,0.812383,0.609375,0.963415,0.69125,/m/04_r5c
000bf35c28badb0d,0.06625,0.83,0.275,1.0,/m/021c5h
000bf35c28badb0d,0.264375,0.340833,0.743125,1.0,/m/021c5h
000bf35c28badb0d,0.525625,0.4275,0.566875,0.464167,/m/021c5h
000bf35c28badb0d,0.58625,0.45,0.61625,0.484167,/m/021c5h
000bf35c28badb0d,0.635625,0.3,0.644375,0.311667,/m/021c5h
000bf35c28badb0d,0.641875,0.4675,0.674375,0.495,/m/021c5h
000bf35c28badb0d,0.7025,0.4575,0.73375,0.476667,/m/021c5h
000bf35c28badb0d,0.110625,0.954167,0.2225,0.999167,/m/021c5h
000bf35c28badb0d,0.5375,0.514167,0.57875,0.54,/m/021c5h
000bf35c28badb0d,0.674375,0.541667,0.716875,0.5875,/m/021c5h
000bf35c28badb0d,0.595625,0.293333,0.61,0.314167,/m/021c5h
000bf35c28badb0d,0.788125,0.419167,0.81375,0.505,/m/021c5h
000bf35c28badb0d,0.26875,0.303333,0.70125,0.999167,/m/021c5h
000bf35c28badb0d,0.495,0.3225,0.639375,0.593333,/m/021c5h
000bf35c28badb0d,0.559375,0.224167,0.6575,0.360833,/m/021c5h
000bf35c28badb0d,0.628125,0.301667,0.83,0.635833,/m/021c5h
000bf35c28badb0d,0.553125,0.221667,0.65375,0.371667,/m/021c5h
000bf35c28badb0d,0.62375,0.299167,0.999375,0.999167,/m/021c5h
000bf35c28badb0d,0.501875,0.379167,0.630625,0.584167,/m/021c5h
000bf35c28badb0d,0.63875,0.379167,0.79875,0.635833,/m/021c5h
000bf35c28badb0d,0.515,0.436667,0.631875,0.4975,/m/021c5h
000bf3863580a0a0,0.093333,0.14875,0.868333,0.96125,/m/04_r5c
000bf3863580a0a0,0.0975,0.148125,0.864167,0.955625,/m/04_r5c
000bfaea55fbe97f,0.062387,0.82625,0.259494,0.926875,/m/021c5h
000bfaea55fbe97f,0.296564,0.1,0.400542,0.228125,/m/021c5h
000bfaea55fbe97f,0.326401,0.098125,0.427667,0.233125,/m/021c5h
000bfaea55fbe97f,0.353526,0.1,0.457505,0.248125,/m/021c5h
000bfaea55fbe97f,0.378843,0.10125,0.477396,0.255,/m/021c5h
000bfaea55fbe97f,0.403255,0.3575,0.447559,0.401875,/m/021c5h
000bfaea55fbe97f,0.403255,0.32375,0.450271,0.363125,/m/021c5h
000bfaea55fbe97f,0.405967,0.395,0.452984,0.44,/m/021c5h
000bfaea55fbe97f,0.405967,0.43625,0.454792,0.480625,/m/021c5h
000bfaea55fbe97f,0.407776,0.475625,0.457505,0.521875,/m/021c5h
000bfaea55fbe97f,0.415913,0.52,0.462929,0.564375,/m/021c5h
000bfaea55fbe97f,0.415913,0.56125,0.472875,0.610625,/m/021c5h
000bfaea55fbe97f,0.417722,0.2925,0.464738,0.325,/m/021c5h
000bfaea55fbe97f,0.43038,0.601875,0.477396,0.648125,/m/021c5h
000bfaea55fbe97f,0.437613,0.151875,0.599458,0.304375,/m/021c5h
000bfaea55fbe97f,0.444846,0.645,0.490054,0.68375,/m/021c5h
000bfaea55fbe97f,0.452984,0.68,0.511754,0.729375,/m/021c5h
000bfaea55fbe97f,0.487342,0.710625,0.551537,0.761875,/m/021c5h
000bfaea55fbe97f,0.494575,0.47125,0.541591,0.515625,/m/021c5h
000bfaea55fbe97f,0.497288,0.431875,0.544304,0.468125,/m/021c5h
000bfaea55fbe97f,0.497288,0.519375,0.551537,0.566875,/m/021c5h
000bfaea55fbe97f,0.5,0.386875,0.544304,0.429375,/m/021c5h
000bfaea55fbe97f,0.507233,0.349375,0.551537,0.385,/m/021c5h
000bfaea55fbe97f,0.507233,0.566875,0.55877,0.616875,/m/021c5h
000bfaea55fbe97f,0.517179,0.32,0.571429,0.35625,/m/021c5h
000bfaea55fbe97f,0.527125,0.61125,0.575949,0.659375,/m/021c5h
000bfaea55fbe97f,0.547016,0.738125,0.601266,0.775625,/m/021c5h
000bfaea55fbe97f,0.548825,0.29125,0.595841,0.32875,/m/021c5h
000bfaea55fbe97f,0.55425,0.650625,0.603074,0.696875,/m/021c5h
000bfaea55fbe97f,0.574141,0.696875,0.628391,0.748125,/m/021c5h
000bfaea55fbe97f,0.575949,0.0875,0.679928,0.2725,/m/021c5h
000bfaea55fbe97f,0.642857,0.093125,0.722423,0.25,/m/021c5h
000bfaea55fbe97f,0.669982,0.089375,0.746835,0.24125,/m/021c5h
000bfaea55fbe97f,0.689873,0.098125,0.764014,0.233125,/m/021c5h
000bfaea55fbe97f,0.712477,0.098125,0.77396,0.228125,/m/021c5h
000bfaea55fbe97f,0.77396,0.148125,0.89783,0.29125,/m/021c5h
000c897307728e2d,0.009375,0.328125,0.049219,0.376042,/m/021c5h
000c897307728e2d,0.060938,0.313542,0.111719,0.380208,/m/021c5h
000c897307728e2d,0.128906,0.31875,0.185156,0.375,/m/021c5h
000c897307728e2d,0.166406,0.25,0.196875,0.320833,/m/021c5h
000c897307728e2d,0.277344,0.239583,0.328125,0.398958,/m/021c5h
000c897307728e2d,0.304688,0.240625,0.326562,0.378125,/m/021c5h
000c897307728e2d,0.596094,0.297917,0.646875,0.388542,/m/021c5h
000c897307728e2d,0.726562,0.294792,0.860156,0.414583,/m/021c5h
000c897307728e2d,0.744531,0.344792,0.791406,0.389583,/m/021c5h
000c897307728e2d,0.791406,0.269792,0.814844,0.320833,/m/021c5h
000c897307728e2d,0.821875,0.290625,0.94375,0.508333,/m/021c5h
000c897307728e2d,0.838281,0.229167,0.9,0.339583,/m/021c5h
000c897307728e2d,0.953906,0.275,0.999219,0.565625,/m/021c5h
000c897307728e2d,0.314844,0.330208,0.6,0.64375,/m/021c5h
000c897307728e2d,0.167187,0.51875,0.999219,0.998958,/m/021c5h
000d2d0adad57a6e,0.043315,0.07375,0.96516,0.97625,/m/04_r5c
000d4bba88e330e1,0.23625,0.272983,0.925,0.953096,/m/04_r5c
000d4bba88e330e1,0.0,0.0,0.999375,0.999062,/m/04_r5c
000d4bba88e330e1,0.2325,0.300188,0.924375,0.939963,/m/04_r5c
000d6199ac56efe1,0.442708,0.101389,0.902083,0.547222,/m/021c5h
000d6199ac56efe1,0.00625,0.561111,0.041667,0.688889,/m/021c5h
000d6199ac56efe1,0.010417,0.561111,0.046875,0.665278,/m/021c5h
000d6199ac56efe1,0.05,0.565278,0.085417,0.677778,/m/021c5h
000d6199ac56efe1,0.070833,0.459722,0.125,0.6125,/m/021c5h
000d6199ac56efe1,0.077083,0.633333,0.102083,0.683333,/m/021c5h
000d6199ac56efe1,0.136458,0.465278,0.197917,0.570833,/m/021c5h
000d6199ac56efe1,0.173958,0.506944,0.215625,0.572222,/m/021c5h
000d6199ac56efe1,0.189583,0.580556,0.213542,0.636111,/m/021c5h
000d6199ac56efe1,0.215625,0.559722,0.225,0.655556,/m/021c5h
000d6199ac56efe1,0.232292,0.556944,0.264583,0.651389,/m/021c5h
000d6199ac56efe1,0.277083,0.556944,0.294792,0.651389,/m/021c5h
000d6199ac56efe1,0.296875,0.544444,0.327083,0.638889,/m/021c5h
000d6199ac56efe1,0.335417,0.279167,0.483333,0.655556,/m/021c5h
000d6199ac56efe1,0.475,0.35,0.609375,0.65,/m/021c5h
000d6199ac56efe1,0.485417,0.35,0.609375,0.651389,/m/021c5h
000d6199ac56efe1,0.613542,0.440278,0.735417,0.645833,/m/021c5h
000d6199ac56efe1,0.688542,0.369444,0.74375,0.604167,/m/021c5h
000d6199ac56efe1,0.746875,0.554167,0.778125,0.644444,/m/021c5h
000d6199ac56efe1,0.794792,0.466667,0.878125,0.636111,/m/021c5h
000d8d947ad1f3a0,0.081916,0.320693,0.759294,0.99258,/m/04_r5c
000d8d947ad1f3a0,0.0,0.0,0.99937,0.999176,/m/04_r5c
000e601807b70a23,0.3175,0.0,0.653125,0.386667,/m/04_r5c
000e601807b70a23,0.0,0.771667,0.650625,0.999167,/m/04_r5c
000e601807b70a23,0.459375,0.508333,0.490625,0.529167,/m/04_r5c
000e601807b70a23,0.564375,0.019167,0.5875,0.045,/m/04_r5c
000e601807b70a23,0.795,0.4325,0.82125,0.461667,/m/04_r5c
000e601807b70a23,0.420625,0.381667,0.553125,0.544167,/m/04_r5c
000e601807b70a23,0.788125,0.229167,0.999375,0.604167,/m/04_r5c
000e601807b70a23,0.44375,0.4475,0.5225,0.488333,/m/04_r5c
000f0d2fe4e5fde4,0.313125,0.094379,0.999375,0.999306,/m/021c5h
000f4f93d210da38,0.02125,0.083333,0.950625,0.986667,/m/021c5h
000f4f93d210da38,0.254375,0.001111,0.48,0.158889,/m/021c5h
000f4f93d210da38,0.025,0.085556,0.709375,0.99,/m/021c5h
000f4f93d210da38,0.253125,0.0,0.475,0.141111,/m/021c5h
000f4f93d210da38,0.025,0.093333,0.715,0.998889,/m/021c5h
00102e56cf417797,0.027778,0.315359,0.287582,0.606209,/m/021c5h
0010d2713899ec77,0.583125,0.421667,0.79375,0.700833,/m/04_r5c
0011b535976d39d9,0.437788,0.285625,0.999078,0.999375,/m/021c5h
00126a640cabc9c1,0.30625,0.899219,0.345833,0.921094,/m/04_r5c
00126a640cabc9c1,0.35,0.910937,0.395833,0.928125,/m/04_r5c
00126a640cabc9c1,0.391667,0.890625,0.414583,0.923437,/m/04_r5c
00126a640cabc9c1,0.420833,0.897656,0.492708,0.928125,/m/04_r5c
00126a640cabc9c1,0.471875,0.897656,0.523958,0.923437,/m/04_r5c
00126a640cabc9c1,0.647917,0.892187,0.7375,0.946875,/m/04_r5c
00126a640cabc9c1,0.78125,0.895312,0.810417,0.923437,/m/04_r5c
00126a640cabc9c1,0.808333,0.897656,0.836458,0.923437,/m/04_r5c
00126a640cabc9c1,0.83125,0.903906,0.884375,0.950781,/m/04_r5c
00126a640cabc9c1,0.859375,0.886719,0.905208,0.921094,/m/04_r5c
00126a640cabc9c1,0.9,0.899219,0.925,0.917969,/m/04_r5c
00126a640cabc9c1,0.916667,0.895312,0.970833,0.925,/m/04_r5c
00126a640cabc9c1,0.0,0.795313,0.809375,0.872656,/m/04_r5c
00126a640cabc9c1,0.795833,0.750781,0.95,0.878125,/m/04_r5c
00126a640cabc9c1,0.928125,0.773438,0.998958,0.892187,/m/04_r5c
0012f9bbf9329d94,0.0,0.0725,0.045,0.270833,/m/021c5h
0012f9bbf9329d94,0.44625,0.049167,0.473125,0.205833,/m/021c5h
0012f9bbf9329d94,0.485,0.065833,0.545625,0.2125,/m/021c5h
0012f9bbf9329d94,0.541875,0.2825,0.63625,0.455,/m/021c5h
0012f9bbf9329d94,0.715625,0.100833,0.791875,0.46,/m/021c5h
0012f9bbf9329d94,0.75875,0.054167,0.850625,0.4625,/m/021c5h
0012f9bbf9329d94,0.79,0.236667,0.93375,0.585833,/m/021c5h
0012f9bbf9329d94,0.87,0.041667,0.9075,0.1825,/m/021c5h
0014167a65888d51,0.520638,0.450625,0.999062,0.999375,/m/04_r5c
0014167a65888d51,0.672608,0.466875,0.917448,0.925625,/m/04_r5c
0014167a65888d51,0.532833,0.441875,0.997186,0.999375,/m/04_r5c
0014167a65888d51,0.869606,0.51875,0.969043,0.76875,/m/04_r5c
0014167a65888d51,0.708255,0.773125,0.785178,0.898125,/m/04_r5c
0014167a65888d51,0.803002,0.77125,0.881801,0.929375,/m/04_r5c
0014167a65888d51,0.5197,0.453125,0.999062,0.999375,/m/04_r5c
0014167a65888d51,0.718574,0.765625,0.856473,0.915,/m/04_r5c
0014167a65888d51,0.878987,0.67625,0.926829,0.705625,/m/04_r5c
0014167a65888d51,0.926829,0.71125,0.986867,0.754375,/m/04_r5c
00153ca3b43b966e,0.145,0.065,0.95,0.9,/m/04_r5c
00153ca3b43b966e,0.0,0.0,0.73,0.99875,/m/04_r5c
00153ca3b43b966e,0.533333,0.21875,0.695,0.47,/m/04_r5c
00154897e366085b,0.075,0.204503,0.660625,0.999062,/m/021c5h
00154897e366085b,0.045625,0.190432,0.659375,0.996248,/m/021c5h
0015a40332faf225,0.2725,0.725833,0.53625,0.999167,/m/04_r5c
0015a40332faf225,0.05375,0.1,0.99625,0.999167,/m/04_r5c
0015a40332faf225,0.0,0.05,0.999375,0.996667,/m/04_r5c
0015a40332faf225,0.049375,0.090833,0.1175,0.175833,/m/04_r5c
0015a40332faf225,0.91625,0.34,0.996875,0.441667,/m/04_r5c
0017065c46f49ae0,0.119141,0.325959,0.713867,0.998525,/m/021c5h
0017065c46f49ae0,0.0,0.646018,0.162109,0.985251,/m/021c5h
0017065c46f49ae0,0.014648,0.932153,0.095703,0.99705,/m/021c5h
0017065c46f49ae0,0.072266,0.70649,0.212891,0.890855,/m/021c5h
0017065c46f49ae0,0.205078,0.429204,0.295898,0.775811,/m/021c5h
0017065c46f49ae0,0.338867,0.20059,0.518555,0.688791,/m/021c5h
0017065c46f49ae0,0.399414,0.852507,0.584961,0.964602,/m/021c5h
0017065c46f49ae0,0.455078,0.638643,0.606445,0.859882,/m/021c5h
0017065c46f49ae0,0.548828,0.256637,0.683594,0.70944,/m/021c5h
0017065c46f49ae0,0.569336,0.625369,0.707031,0.862832,/m/021c5h
0017065c46f49ae0,0.598633,0.740413,0.780273,0.938053,/m/021c5h
0017065c46f49ae0,0.678711,0.29646,0.805664,0.747788,/m/021c5h
0017065c46f49ae0,0.770508,0.656342,0.896484,0.794985,/m/021c5h
0017065c46f49ae0,0.850586,0.367257,0.999023,0.741888,/m/021c5h
0017065c46f49ae0,0.912109,0.648968,0.960938,0.758112,/m/021c5h
00179fe9498b4f7b,0.846875,0.365833,0.908125,0.554167,/m/021c5h
00179fe9498b4f7b,0.070625,0.405,0.115625,0.5725,/m/021c5h
00179fe9498b4f7b,0.13375,0.345,0.198125,0.44,/m/021c5h
00179fe9498b4f7b,0.24125,0.374167,0.268125,0.4375,/m/021c5h
00179fe9498b4f7b,0.276875,0.19,0.303125,0.248333,/m/021c5h
00179fe9498b4f7b,0.28125,0.3825,0.316875,0.479167,/m/021c5h
00179fe9498b4f7b,0.33,0.3825,0.354375,0.496667,/m/021c5h
00179fe9498b4f7b,0.52125,0.365833,0.535625,0.396667,/m/021c5h
00179fe9498b4f7b,0.570625,0.3625,0.588125,0.406667,/m/021c5h
00179fe9498b4f7b,0.59625,0.365833,0.609375,0.405,/m/021c5h
00179fe9498b4f7b,0.626875,0.380833,0.664375,0.485833,/m/021c5h
